,Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear
452,159,Python,HTML/CSS,,SQLite,,Linux,,
453,159,,JavaScript,,,,Raspberry Pi,,
454,159,,Python,,,,,,
455,163,C#,Assembly,Microsoft SQL Server,Microsoft SQL Server,,Android,ASP.NET,ASP.NET
456,163,HTML/CSS,Bash/Shell/PowerShell,,Redis,,,jQuery,jQuery
457,163,JavaScript,C#,,,,,React.js,React.js
458,163,SQL,HTML/CSS,,,,,,
459,163,Other(s):,JavaScript,,,,,,
460,163,,SQL,,,,,,
461,163,,Other(s):,,,,,,
462,164,C#,C#,Microsoft SQL Server,MongoDB,Raspberry Pi,Android,ASP.NET,ASP.NET
463,164,HTML/CSS,F#,,Microsoft SQL Server,WordPress,Arduino,jQuery,jQuery
464,164,JavaScript,HTML/CSS,,,,Docker,Vue.js,React.js
465,164,SQL,JavaScript,,,,Kubernetes,,Vue.js
466,164,,Python,,,,Microsoft Azure,,
467,164,,SQL,,,,Raspberry Pi,,
468,164,,TypeScript,,,,,,
469,173,HTML/CSS,JavaScript,Elasticsearch,Elasticsearch,AWS,AWS,Angular/Angular.js,Angular/Angular.js
470,173,JavaScript,PHP,MySQL,MySQL,Docker,Docker,Express,Express
471,173,PHP,SQL,,,Kubernetes,Kubernetes,React.js,
472,173,SQL,TypeScript,,,,,,
473,173,TypeScript,,,,,,,
474,174,Bash/Shell/PowerShell,C,Firebase,Microsoft SQL Server,Android,Android,Angular/Angular.js,Django
475,174,C,C++,MongoDB,MySQL,Arduino,Arduino,ASP.NET,Flask
476,174,C++,HTML/CSS,Microsoft SQL Server,PostgreSQL,Docker,Docker,Django,jQuery
477,174,HTML/CSS,JavaScript,MySQL,SQLite,Linux,Kubernetes,Flask,Laravel
478,174,Java,PHP,Oracle,,Microsoft Azure,Linux,jQuery,Vue.js
479,174,JavaScript,Python,PostgreSQL,,Raspberry Pi,Raspberry Pi,Laravel,
480,174,PHP,,SQLite,,Windows,Windows,React.js,
481,174,Python,,,,WordPress,,,
482,174,R,,,,,,,
483,176,C,C++,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js
484,176,C++,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,AWS,AWS,Django,Django
485,176,C#,Java,Oracle,Oracle,Docker,Docker,Flask,Flask
486,176,HTML/CSS,JavaScript,PostgreSQL,PostgreSQL,Linux,Linux,React.js,React.js
487,176,Java,Python,Redis,Redis,Windows,Windows,Vue.js,Vue.js
488,176,JavaScript,SQL,SQLite,SQLite,,,,
489,176,Python,,,,,,,
490,176,SQL,,,,,,,
491,177,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET
492,177,Python,Python,MySQL,SQLite,Microsoft Azure,Microsoft Azure,,
493,177,SQL,SQL,SQLite,,Windows,Windows,,
494,179,HTML/CSS,C#,Firebase,Couchbase,Android,Android,React.js,React.js
495,179,Java,HTML/CSS,MongoDB,MongoDB,Docker,Docker,,Vue.js
496,179,JavaScript,JavaScript,MySQL,PostgreSQL,iOS,iOS,,
497,179,Objective-C,Kotlin,PostgreSQL,,,,,
498,179,SQL,Swift,,,,,,
499,179,Swift,,,,,,,
500,181,HTML/CSS,HTML/CSS,,,iOS,AWS,Angular/Angular.js,Express
501,181,JavaScript,JavaScript,,,MacOS,Docker,,React.js
502,181,,Rust,,,Slack,iOS,,
503,181,,TypeScript,,,,Kubernetes,,
504,181,,,,,,MacOS,,
505,181,,,,,,Slack,,
506,183,Dart,Dart,Firebase,Other(s):,Android,Android,,
507,183,Go,Java,Other(s):,,iOS,iOS,,
508,183,Java,Kotlin,,,Other(s):,Linux,,
509,183,Kotlin,Swift,,,,MacOS,,
510,183,Swift,,,,,Windows,,
511,183,,,,,,Other(s):,,
512,184,Bash/Shell/PowerShell,C,SQLite,Elasticsearch,Android,Linux,Other(s):,
513,184,C,C++,,PostgreSQL,iOS,,,
514,184,C++,Java,,,Linux,,,
515,184,Java,Kotlin,,,Windows,,,
516,184,JavaScript,Python,,,Other(s):,,,
517,184,Kotlin,Rust,,,,,,
518,184,Objective-C,TypeScript,,,,,,
519,184,Python,,,,,,,
520,184,Rust,,,,,,,
521,184,Swift,,,,,,,
522,188,C#,C++,Microsoft SQL Server,MongoDB,Windows,Linux,ASP.NET,ASP.NET
523,188,Python,C#,,Microsoft SQL Server,,Microsoft Azure,,
524,188,R,Python,,,,Windows,,
525,188,SQL,R,,,,,,
526,188,VBA,SQL,,,,,,
527,188,,VBA,,,,,,
528,189,C++,Go,MySQL,Cassandra,AWS,AWS,,Flask
529,189,HTML/CSS,Python,PostgreSQL,Elasticsearch,Google Cloud Platform,Docker,,
530,189,JavaScript,SQL,,Firebase,Linux,Google Cloud Platform,,
531,189,Python,,,,MacOS,Heroku,,
532,189,SQL,,,,,MacOS,,
533,190,Java,HTML/CSS,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,Django
534,190,Scala,Python,Microsoft SQL Server,MongoDB,Linux,Linux,Spring,Spring
535,190,SQL,R,MySQL,,Windows,,,
536,190,TypeScript,,Oracle,,,,,
537,190,,,PostgreSQL,,,,,
538,190,,,Redis,,,,,
539,191,C#,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,AWS,Linux,Angular/Angular.js,Angular/Angular.js
540,191,HTML/CSS,HTML/CSS,,,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET
541,191,JavaScript,JavaScript,,,Windows,,,Vue.js
542,191,SQL,Rust,,,,,,
543,191,TypeScript,SQL,,,,,,
544,191,,WebAssembly,,,,,,
545,192,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,Docker,Django,Django
546,192,JavaScript,Python,PostgreSQL,PostgreSQL,Google Cloud Platform,Google Cloud Platform,React.js,React.js
547,192,Python,Scala,Redis,Redis,Kubernetes,Kubernetes,,
548,192,,,,,Linux,Linux,,
549,192,,,,,Raspberry Pi,Raspberry Pi,,
550,192,,,,,Slack,Slack,,
551,194,Assembly,Bash/Shell/PowerShell,MySQL,,Arduino,Linux,jQuery,
552,194,Bash/Shell/PowerShell,C,,,Linux,Raspberry Pi,,
553,194,C,HTML/CSS,,,Raspberry Pi,Windows,,
554,194,HTML/CSS,Java,,,Windows,Other(s):,,
555,194,Java,PHP,,,Other(s):,,,
556,194,JavaScript,,,,,,,
557,194,PHP,,,,,,,
558,196,C#,F#,Microsoft SQL Server,Elasticsearch,Windows,AWS,ASP.NET,React.js
559,196,HTML/CSS,,,MongoDB,,Docker,jQuery,Vue.js
560,196,JavaScript,,,Redis,,Kubernetes,,
561,196,SQL,,,,,,,
562,196,TypeScript,,,,,,,
563,201,Bash/Shell/PowerShell,Go,Microsoft SQL Server,Cassandra,Docker,Android,Django,Angular/Angular.js
564,201,Go,HTML/CSS,MySQL,Firebase,Google Cloud Platform,AWS,Flask,Django
565,201,HTML/CSS,Python,Oracle,MongoDB,,Kubernetes,jQuery,jQuery
566,201,Java,,PostgreSQL,MySQL,,,Spring,
567,201,JavaScript,,,PostgreSQL,,,,
568,201,Python,,,,,,,
569,201,Scala,,,,,,,
570,202,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Google Cloud Platform,Docker,Angular/Angular.js,Angular/Angular.js
571,202,C,C,SQLite,Microsoft SQL Server,Linux,Google Cloud Platform,jQuery,
572,202,C++,C++,,SQLite,MacOS,Linux,,
573,202,C#,Objective-C,,,Windows,MacOS,,
574,202,HTML/CSS,Python,,,,Windows,,
575,202,Java,,,,,,,
576,202,JavaScript,,,,,,,
577,202,Objective-C,,,,,,,
578,202,Python,,,,,,,
579,202,SQL,,,,,,,
580,202,TypeScript,,,,,,,
581,207,Java,Dart,Firebase,Firebase,Android,Android,,
582,207,,Java,,,Docker,Docker,,
583,207,,JavaScript,,,Google Cloud Platform,Google Cloud Platform,,
584,207,,Kotlin,,,,,,
585,209,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Linux,AWS,,
586,209,HTML/CSS,Python,,Redis,,iOS,,
587,209,JavaScript,SQL,,,,Linux,,
588,209,PHP,,,,,Raspberry Pi,,
589,209,Python,,,,,,,
590,209,SQL,,,,,,,
591,211,C#,Other(s):,Microsoft SQL Server,,Android,Android,ASP.NET,ASP.NET
592,211,HTML/CSS,,SQLite,,iOS,AWS,jQuery,jQuery
593,211,Java,,,,Slack,Google Cloud Platform,,
594,211,JavaScript,,,,,iOS,,
595,211,Objective-C,,,,,Microsoft Azure,,
596,211,SQL,,,,,,,
597,212,C#,HTML/CSS,MariaDB,MariaDB,Android,Arduino,jQuery,jQuery
598,212,HTML/CSS,Java,MySQL,MySQL,Arduino,Docker,Other(s):,Other(s):
599,212,Java,JavaScript,,,Docker,Google Cloud Platform,,
600,212,JavaScript,PHP,,,Google Cloud Platform,Linux,,
601,212,PHP,,,,Linux,Raspberry Pi,,
602,212,,,,,Raspberry Pi,WordPress,,
603,212,,,,,WordPress,,,
604,213,Go,Go,DynamoDB,DynamoDB,AWS,AWS,Django,Django
605,213,Python,JavaScript,MariaDB,Elasticsearch,Linux,Linux,Flask,Flask
606,213,,Kotlin,MySQL,PostgreSQL,,Microsoft Azure,,
607,213,,Python,SQLite,Redis,,,,
608,213,,,,SQLite,,,,
609,216,Go,C,PostgreSQL,PostgreSQL,AWS,Arduino,Spring,
610,216,Java,Java,,,Docker,Kubernetes,,
611,216,Python,Python,,,Kubernetes,Linux,,
612,216,,R,,,Linux,,,
613,216,,Scala,,,Microsoft Azure,,,
614,217,Go,Go,MongoDB,MongoDB,Heroku,Android,jQuery,React.js
615,217,HTML/CSS,HTML/CSS,MySQL,,WordPress,Docker,React.js,Vue.js
616,217,JavaScript,JavaScript,,,,Heroku,,
617,217,PHP,TypeScript,,,,Kubernetes,,
618,217,TypeScript,,,,,Windows,,
619,217,,,,,,WordPress,,
620,219,C#,,Microsoft SQL Server,,Windows,,ASP.NET,
621,219,HTML/CSS,,,,,,jQuery,
622,219,JavaScript,,,,,,,
623,219,SQL,,,,,,,
624,220,C#,C#,Microsoft SQL Server,MongoDB,Microsoft Azure,Android,ASP.NET,Angular/Angular.js
625,220,HTML/CSS,HTML/CSS,Oracle,Microsoft SQL Server,Windows,AWS,jQuery,ASP.NET
626,220,JavaScript,Java,,MySQL,,iOS,,Django
627,220,SQL,JavaScript,,,,MacOS,,Express
628,220,,Kotlin,,,,Windows,,jQuery
629,220,,Python,,,,,,React.js
630,220,,SQL,,,,,,
631,223,Java,Java,SQLite,SQLite,Android,Android,,
632,223,Kotlin,Kotlin,,,,,,
633,227,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,,Docker,Flask,Drupal
634,227,HTML/CSS,HTML/CSS,Microsoft SQL Server,Microsoft SQL Server,,Slack,jQuery,Flask
635,227,JavaScript,JavaScript,MySQL,MySQL,,WordPress,,jQuery
636,227,Python,Python,PostgreSQL,PostgreSQL,,,,Vue.js
637,227,SQL,R,,,,,,
638,227,,SQL,,,,,,
639,227,,TypeScript,,,,,,
640,231,Elixir,Elixir,Elasticsearch,Elasticsearch,Google Cloud Platform,Google Cloud Platform,Ruby on Rails,Ruby on Rails
641,231,Go,Go,MariaDB,PostgreSQL,Kubernetes,Kubernetes,Vue.js,Vue.js
642,231,JavaScript,Ruby,PostgreSQL,Redis,Linux,Linux,,
643,231,Ruby,SQL,Redis,,Raspberry Pi,Raspberry Pi,,
644,231,SQL,,,,,,,
645,232,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,SQLite,Android,Android,ASP.NET,ASP.NET
646,232,C#,C#,SQLite,Other(s):,iOS,iOS,jQuery,jQuery
647,232,Dart,HTML/CSS,Other(s):,,Linux,Linux,,
648,232,HTML/CSS,JavaScript,,,Microsoft Azure,Microsoft Azure,,
649,232,JavaScript,,,,Slack,Slack,,
650,232,,,,,Windows,Windows,,
651,234,Bash/Shell/PowerShell,Clojure,MySQL,MongoDB,Docker,Docker,,Flask
652,234,C,Elixir,,PostgreSQL,Linux,IBM Cloud or Watson,,
653,234,Python,Python,,Redis,MacOS,Kubernetes,,
654,234,,Rust,,,,Linux,,
655,234,,Other(s):,,,,MacOS,,
656,238,HTML/CSS,Go,MySQL,Elasticsearch,iOS,Android,jQuery,Express
657,238,JavaScript,Kotlin,SQLite,MongoDB,,Arduino,Laravel,React.js
658,238,Objective-C,Swift,,Redis,,AWS,Vue.js,
659,238,PHP,,,,,Docker,,
660,238,Python,,,,,,,
661,241,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Microsoft Azure,Linux,jQuery,jQuery
662,241,C#,C#,Redis,Microsoft SQL Server,Windows,Microsoft Azure,,React.js
663,241,HTML/CSS,HTML/CSS,,Redis,,Windows,,
664,241,JavaScript,JavaScript,,,,,,
665,241,SQL,SQL,,,,,,
666,241,,TypeScript,,,,,,
667,241,,WebAssembly,,,,,,
668,246,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Arduino,Angular/Angular.js,ASP.NET
669,246,HTML/CSS,HTML/CSS,SQLite,SQLite,,Docker,ASP.NET,Vue.js
670,246,JavaScript,JavaScript,,,,Microsoft Azure,jQuery,
671,246,SQL,SQL,,,,Raspberry Pi,Vue.js,
672,246,TypeScript,TypeScript,,,,,,
673,247,C++,C++,,,Android,Windows,,
674,247,C#,C#,,,iOS,,,
675,247,,,,,Windows,,,
676,249,Bash/Shell/PowerShell,Python,Microsoft SQL Server,Elasticsearch,Linux,Linux,ASP.NET,
677,249,C#,,Redis,,Windows,Windows,Spring,
678,249,HTML/CSS,,,,,,,
679,249,Java,,,,,,,
680,249,Python,,,,,,,
681,249,SQL,,,,,,,
682,252,HTML/CSS,JavaScript,Microsoft SQL Server,PostgreSQL,AWS,AWS,Ruby on Rails,Ruby on Rails
683,252,JavaScript,Rust,PostgreSQL,Redis,Docker,Docker,,
684,252,Rust,Swift,Redis,,Heroku,iOS,,
685,252,Swift,WebAssembly,SQLite,,iOS,Kubernetes,,
686,252,Other(s):,,,,Kubernetes,,,
687,253,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,PostgreSQL,AWS,AWS,React.js,jQuery
688,253,HTML/CSS,HTML/CSS,PostgreSQL,Redis,Linux,Linux,Other(s):,React.js
689,253,JavaScript,JavaScript,,,,,,Ruby on Rails
690,253,PHP,Ruby,,,,,,
691,253,Ruby,SQL,,,,,,
692,253,SQL,WebAssembly,,,,,,
693,254,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Docker,Angular/Angular.js,Angular/Angular.js
694,254,Python,Python,Other(s):,Other(s):,,Microsoft Azure,ASP.NET,
695,254,SQL,SQL,,,,,,
696,254,TypeScript,TypeScript,,,,,,
697,259,C#,C#,Microsoft SQL Server,Other(s):,AWS,Microsoft Azure,Angular/Angular.js,Angular/Angular.js
698,259,HTML/CSS,Kotlin,MySQL,,Google Cloud Platform,,ASP.NET,ASP.NET
699,259,Java,Swift,PostgreSQL,,Microsoft Azure,,jQuery,
700,259,JavaScript,TypeScript,SQLite,,,,,
701,259,Python,,,,,,,
702,259,SQL,,,,,,,
703,259,TypeScript,,,,,,,
704,268,C,Go,MySQL,Elasticsearch,AWS,AWS,Laravel,Django
705,268,Java,Python,PostgreSQL,MySQL,Docker,Docker,Ruby on Rails,Laravel
706,268,PHP,,,PostgreSQL,Heroku,Kubernetes,,
707,268,Ruby,,,Redis,Linux,Linux,,
708,268,,,,,MacOS,MacOS,,
709,268,,,,,Slack,Slack,,
710,271,C#,C#,Microsoft SQL Server,Elasticsearch,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js
711,271,JavaScript,Go,MySQL,Firebase,Windows,AWS,ASP.NET,ASP.NET
712,271,SQL,JavaScript,,MongoDB,,Google Cloud Platform,jQuery,Express
713,271,,SQL,,Microsoft SQL Server,,iOS,,jQuery
714,271,,Swift,,MySQL,,Linux,,React.js
715,271,,TypeScript,,SQLite,,MacOS,,Vue.js
716,271,,Other(s):,,,,Microsoft Azure,,
717,271,,,,,,Windows,,
718,275,C#,Assembly,DynamoDB,Cassandra,Android,Docker,Angular/Angular.js,Flask
719,275,HTML/CSS,,Microsoft SQL Server,Elasticsearch,AWS,Kubernetes,ASP.NET,Vue.js
720,275,Java,,PostgreSQL,,Google Cloud Platform,Linux,Express,
721,275,JavaScript,,SQLite,,Heroku,,,
722,275,Objective-C,,,,iOS,,,
723,275,Python,,,,Microsoft Azure,,,
724,275,Ruby,,,,,,,
725,275,Rust,,,,,,,
726,275,SQL,,,,,,,
727,275,TypeScript,,,,,,,
728,276,HTML/CSS,Java,MySQL,Elasticsearch,AWS,AWS,React.js,React.js
729,276,Java,JavaScript,,Redis,Linux,Linux,Spring,Spring
730,276,JavaScript,Scala,,,,,Other(s):,Vue.js
731,276,Scala,,,,,,,Other(s):
732,276,SQL,,,,,,,
733,277,Bash/Shell/PowerShell,C++,MongoDB,MongoDB,Linux,Linux,Flask,Django
734,277,C,Python,,,,,,Flask
735,277,C++,,,,,,,
736,277,Python,,,,,,,
737,279,HTML/CSS,Go,MySQL,MySQL,AWS,AWS,Django,Django
738,279,Java,HTML/CSS,PostgreSQL,PostgreSQL,Docker,Docker,Flask,Flask
739,279,JavaScript,Java,Redis,Redis,Kubernetes,Google Cloud Platform,Vue.js,Vue.js
740,279,PHP,JavaScript,SQLite,SQLite,Linux,Linux,Other(s):,Other(s):
741,279,Python,PHP,,,Slack,Slack,,
742,279,SQL,Python,,,Windows,Windows,,
743,279,,SQL,,,,,,
744,280,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,Angular/Angular.js,Angular/Angular.js
745,280,HTML/CSS,TypeScript,,,,,ASP.NET,ASP.NET
746,280,JavaScript,,,,,,,
747,280,SQL,,,,,,,
748,280,TypeScript,,,,,,,
749,283,HTML/CSS,Go,,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js
750,283,JavaScript,HTML/CSS,,MongoDB,Kubernetes,Kubernetes,Express,Express
751,283,TypeScript,JavaScript,,,,,jQuery,React.js
752,283,,TypeScript,,,,,React.js,Vue.js
753,283,,WebAssembly,,,,,,
754,289,C++,Rust,MySQL,MySQL,Linux,Android,jQuery,
755,289,C#,WebAssembly,Redis,Redis,,Linux,Other(s):,
756,289,PHP,,,,,,,
757,289,Rust,,,,,,,
758,289,TypeScript,,,,,,,
759,292,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,Google Cloud Platform,Docker,ASP.NET,Express
760,292,C#,Go,,Redis,Microsoft Azure,Google Cloud Platform,jQuery,React.js
761,292,HTML/CSS,HTML/CSS,,,,Heroku,React.js,
762,292,JavaScript,JavaScript,,,,,Vue.js,
763,292,SQL,Rust,,,,,,
764,292,TypeScript,TypeScript,,,,,,
765,292,,WebAssembly,,,,,,
766,292,,Other(s):,,,,,,
767,293,HTML/CSS,Go,Firebase,Firebase,Docker,Android,Spring,Express
768,293,Java,Kotlin,MongoDB,MongoDB,Heroku,Arduino,,
769,293,JavaScript,TypeScript,MySQL,Redis,Linux,AWS,,
770,293,SQL,,Oracle,,Raspberry Pi,Kubernetes,,
771,293,,,PostgreSQL,,WordPress,Linux,,
772,293,,,Redis,,,Microsoft Azure,,
773,301,C++,Clojure,MongoDB,Firebase,AWS,Android,Angular/Angular.js,Express
774,301,C#,Elixir,Microsoft SQL Server,MongoDB,Docker,Arduino,ASP.NET,React.js
775,301,Clojure,JavaScript,MySQL,MySQL,Heroku,AWS,Express,
776,301,JavaScript,Kotlin,Redis,Redis,Linux,Heroku,jQuery,
777,301,PHP,SQL,,SQLite,Slack,iOS,React.js,
778,301,Python,,,,Windows,Linux,,
779,301,SQL,,,,,Raspberry Pi,,
780,301,VBA,,,,,,,
781,302,Bash/Shell/PowerShell,C++,Elasticsearch,Redis,Docker,Docker,ASP.NET,React.js
782,302,C#,C#,Other(s):,,Google Cloud Platform,Google Cloud Platform,,Vue.js
783,302,Python,Go,,,Linux,,,
784,302,Other(s):,Python,,,,,,
785,304,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,DynamoDB,AWS,AWS,Vue.js,Vue.js
786,304,Go,Go,DynamoDB,MongoDB,Docker,Docker,,
787,304,HTML/CSS,HTML/CSS,Elasticsearch,PostgreSQL,Google Cloud Platform,Kubernetes,,
788,304,JavaScript,JavaScript,MongoDB,SQLite,Kubernetes,Linux,,
789,304,Python,Python,PostgreSQL,,Linux,MacOS,,
790,304,Rust,Rust,Redis,,MacOS,Raspberry Pi,,
791,304,SQL,TypeScript,SQLite,,Raspberry Pi,,,
792,304,,,,,Slack,,,
793,305,C#,C#,Microsoft SQL Server,Elasticsearch,Docker,Docker,ASP.NET,ASP.NET
794,305,HTML/CSS,Dart,PostgreSQL,Microsoft SQL Server,Slack,Linux,jQuery,jQuery
795,305,JavaScript,Elixir,,PostgreSQL,Windows,Slack,,React.js
796,305,SQL,F#,,,,Windows,,Vue.js
797,305,,Go,,,,,,
798,305,,HTML/CSS,,,,,,
799,305,,JavaScript,,,,,,
800,305,,Kotlin,,,,,,
801,305,,Rust,,,,,,
802,305,,SQL,,,,,,
803,305,,TypeScript,,,,,,
804,308,HTML/CSS,HTML/CSS,PostgreSQL,SQLite,Heroku,AWS,Express,Express
805,308,JavaScript,JavaScript,SQLite,,Other(s):,Other(s):,React.js,React.js
806,308,Ruby,TypeScript,,,,,Ruby on Rails,Vue.js
807,308,,WebAssembly,,,,,,
808,310,C#,C#,MongoDB,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET
809,310,HTML/CSS,HTML/CSS,Microsoft SQL Server,,iOS,iOS,jQuery,
810,310,JavaScript,SQL,SQLite,,MacOS,MacOS,,
811,310,SQL,Swift,,,Windows,Windows,,
812,310,Swift,TypeScript,,,,,,
813,311,Assembly,C++,MongoDB,Cassandra,Arduino,Android,ASP.NET,Angular/Angular.js
814,311,C,Java,Microsoft SQL Server,Firebase,IBM Cloud or Watson,Arduino,Django,ASP.NET
815,311,C++,Python,MySQL,MongoDB,Linux,AWS,Express,Django
816,311,C#,SQL,SQLite,Microsoft SQL Server,Raspberry Pi,Docker,Spring,Express
817,311,HTML/CSS,,,MySQL,WordPress,Google Cloud Platform,,jQuery
818,311,Java,,,,,IBM Cloud or Watson,,Spring
819,311,Python,,,,,Linux,,
820,311,Scala,,,,,Microsoft Azure,,
821,311,SQL,,,,,Raspberry Pi,,
822,311,,,,,,Windows,,
823,311,,,,,,WordPress,,
824,312,Bash/Shell/PowerShell,Java,PostgreSQL,PostgreSQL,AWS,AWS,Ruby on Rails,Ruby on Rails
825,312,Python,Python,,,Docker,Docker,,
826,312,Ruby,Ruby,,,Heroku,Linux,,
827,312,SQL,SQL,,,Linux,MacOS,,
828,312,,,,,MacOS,,,
829,316,Bash/Shell/PowerShell,Java,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Express
830,316,C++,Python,MariaDB,MySQL,AWS,Linux,Express,React.js
831,316,HTML/CSS,Rust,MongoDB,PostgreSQL,Docker,,jQuery,Vue.js
832,316,Java,Scala,MySQL,,Kubernetes,,React.js,
833,316,JavaScript,,PostgreSQL,,Linux,,Spring,
834,316,Python,,SQLite,,MacOS,,,
835,316,,,,,Windows,,,
836,317,Java,Java,PostgreSQL,Cassandra,Docker,AWS,Spring,Spring
837,317,SQL,SQL,,DynamoDB,Linux,Docker,,
838,317,,,,Elasticsearch,,Kubernetes,,
839,317,,,,MongoDB,,Linux,,
840,317,,,,PostgreSQL,,Slack,,
841,317,,,,Redis,,,,
842,319,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Docker,AWS,Angular/Angular.js,Express
843,319,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Heroku,Docker,Express,jQuery
844,319,JavaScript,JavaScript,MySQL,MySQL,Linux,Kubernetes,jQuery,Laravel
845,319,PHP,PHP,,Redis,MacOS,Linux,Laravel,React.js
846,319,TypeScript,,,,Raspberry Pi,MacOS,React.js,Vue.js
847,319,,,,,WordPress,WordPress,Vue.js,
848,321,HTML/CSS,JavaScript,Elasticsearch,Elasticsearch,AWS,AWS,jQuery,jQuery
849,321,Java,Ruby,PostgreSQL,PostgreSQL,Docker,Docker,React.js,React.js
850,321,JavaScript,SQL,Redis,Redis,,,Ruby on Rails,Ruby on Rails
851,321,Ruby,TypeScript,,,,,,
852,321,SQL,,,,,,,
853,321,TypeScript,,,,,,,
854,322,C#,Swift,Microsoft SQL Server,PostgreSQL,Android,AWS,ASP.NET,Django
855,322,HTML/CSS,,PostgreSQL,,AWS,iOS,Django,
856,322,Java,,Redis,,Docker,Linux,,
857,322,Python,,SQLite,,iOS,MacOS,,
858,322,,,,,Kubernetes,Slack,,
859,322,,,,,Linux,,,
860,322,,,,,MacOS,,,
861,322,,,,,Slack,,,
862,324,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js
863,324,HTML/CSS,HTML/CSS,Oracle,Oracle,Windows,Windows,ASP.NET,ASP.NET
864,324,JavaScript,JavaScript,,,,,,Express
865,324,SQL,SQL,,,,,,jQuery
866,324,TypeScript,TypeScript,,,,,,Vue.js
867,326,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,AWS,Google Cloud Platform,Angular/Angular.js,Flask
868,326,HTML/CSS,Go,MySQL,MySQL,Linux,Linux,Flask,Vue.js
869,326,Java,HTML/CSS,,Redis,Slack,Raspberry Pi,jQuery,
870,326,JavaScript,JavaScript,,SQLite,Windows,WordPress,Vue.js,
871,326,PHP,Python,,,WordPress,,,
872,326,Python,R,,,,,,
873,326,SQL,Rust,,,,,,
874,326,TypeScript,Scala,,,,,,
875,326,,SQL,,,,,,
876,326,,WebAssembly,,,,,,
877,328,HTML/CSS,Bash/Shell/PowerShell,MongoDB,Cassandra,Android,Android,Express,Express
878,328,Java,HTML/CSS,,Elasticsearch,AWS,Arduino,jQuery,React.js
879,328,JavaScript,Java,,Firebase,Docker,AWS,React.js,Ruby on Rails
880,328,TypeScript,JavaScript,,MongoDB,MacOS,Docker,Spring,Spring
881,328,,Python,,Redis,Slack,Google Cloud Platform,,Vue.js
882,328,,Ruby,,,WordPress,iOS,,
883,328,,Swift,,,,Kubernetes,,
884,328,,WebAssembly,,,,Linux,,
885,328,,,,,,MacOS,,
886,328,,,,,,Slack,,
887,328,,,,,,WordPress,,
888,329,C,F#,Microsoft SQL Server,Microsoft SQL Server,iOS,Android,Angular/Angular.js,Angular/Angular.js
889,329,C++,JavaScript,MySQL,MySQL,Windows,iOS,ASP.NET,Express
890,329,C#,Rust,PostgreSQL,PostgreSQL,,Linux,Express,React.js
891,329,F#,SQL,SQLite,SQLite,,MacOS,React.js,
892,329,HTML/CSS,TypeScript,,,,,,
893,329,JavaScript,Other(s):,,,,,,
894,329,Rust,,,,,,,
895,329,SQL,,,,,,,
896,329,TypeScript,,,,,,,
897,329,Other(s):,,,,,,,
898,330,Java,Java,Oracle,Elasticsearch,Android,Android,Laravel,Angular/Angular.js
899,330,Kotlin,Kotlin,SQLite,SQLite,Docker,Docker,Ruby on Rails,Laravel
900,330,,Swift,,,iOS,Google Cloud Platform,Spring,Ruby on Rails
901,330,,,,,Linux,iOS,,Spring
902,330,,,,,MacOS,Kubernetes,,
903,330,,,,,Slack,Linux,,
904,330,,,,,WordPress,MacOS,,
905,330,,,,,,Slack,,
906,330,,,,,,WordPress,,
